+2020-04-11-00.00.00 AirForce1  N°1.99633 E°79.30124
+2020-04-13-00.00.00 AirForce42  N°20.05414 E°80.75769
+2020-04-13-00.00.00 Army42  N°20.85060 E°76.41257
+2020-04-13-00.00.00 Navy42  N°3.47361 E°87.08092
+2020-04-13-00.00.00 AirForce43  N°18.04768 E°94.01729
+2020-04-13-00.00.00 Army43  N°14.68393 E°77.37475
+2020-04-13-00.00.00 Navy43  N°8.75714 E°97.61909
+2020-04-13-00.00.00 AirForce44  N°11.31633 E°67.56086
+2020-04-13-00.00.00 Army44  N°23.75243 E°75.17520
+2020-04-13-00.00.00 Navy44  N°5.92345 E°79.51343
+2020-04-13-00.00.00 AirForce45  N°0.34917 E°77.51130
+2020-04-13-00.00.00 Army45  N°17.35520 E°78.37138
+2020-04-13-00.00.00 Navy45  N°15.39297 E°55.52337
+2020-04-13-00.00.00 AirForce46  N°15.11116 E°70.66060
+2020-04-13-00.00.00 Army46  N°22.79090 E°77.00179
+2020-04-13-00.00.00 Navy46  N°10.21399 E°104.94321
+2020-04-13-00.00.00 AirForce47  N°10.89663 E°74.47752
+2020-04-13-00.00.00 Army47  N°16.20505 E°76.22306
+2020-04-13-00.00.00 Navy47  N°5.11917 E°77.53703
+2020-04-13-00.00.00 AirForce48  N°16.27848 E°68.94584
+2020-04-13-00.00.00 Army48  N°21.43359 E°75.36488
+2020-04-13-00.00.00 Navy48  N°8.07273 E°26.19434
+2020-04-13-00.00.00 AirForce49  N°7.01471 E°86.67319
+2020-04-13-00.00.00 Army49  N°15.20448 E°76.88571
+2020-04-13-00.00.00 Navy49  N°7.28802 E°80.36426
+2020-04-13-00.00.00 AirForce50  N°9.34338 E°65.75075
+2020-04-13-00.00.00 Army50  N°24.16634 E°81.15570
+2020-04-13-00.00.00 Navy50  N°3.59362 E°73.73386
+2020-04-14-00.00.00 AirForce1  N°7.56221 E°92.30974
+2020-04-14-00.00.00 Army1  N°17.45710 E°80.57095
+2020-04-14-00.00.00 Navy1  N°13.31202 E°67.80996
+2020-04-14-00.00.00 AirForce2  N°18.09226 E°80.62046
+2020-04-14-00.00.00 Army2  N°23.79710 E°82.13519
+2020-04-14-00.00.00 Navy2  N°6.00521 E°78.31433
+2020-04-14-00.00.00 AirForce3  N°13.19957 E°65.30313
+2020-04-14-00.00.00 Army3  N°13.65898 E°77.48205
+2020-04-14-00.00.00 Navy3  N°17.12957 E°49.22273
+2020-04-14-00.00.00 AirForce4  N°10.40813 E°89.64828
+2020-04-14-00.00.00 Army4  N°28.19064 E°80.61255
+2020-04-14-00.00.00 Navy4  N°13.76514 E°71.12484
+2020-04-14-00.00.00 AirForce5  N°19.83719 E°85.37908
+2020-04-14-00.00.00 Army5  N°18.55300 E°78.81030
+2020-04-14-00.00.00 Navy5  N°1.97761 E°77.03140
+2020-04-14-00.00.00 AirForce6  N°19.83455 E°72.47865
+2020-04-14-00.00.00 Army6  N°23.45788 E°74.46003
+2020-04-14-00.00.00 Navy6  N°10.57108 E°42.53459
+2020-04-14-00.00.00 AirForce7  N°5.12784 E°68.05291
+2020-04-14-00.00.00 Army7  N°14.23999 E°79.92223
+2020-04-14-00.00.00 Navy7  N°14.63311 E°71.62276
+2020-04-14-00.00.00 AirForce8  N°13.15345 E°86.46631
+2020-04-14-00.00.00 Army8  N°21.62553 E°77.53315
+2020-04-14-00.00.00 Navy8  N°5.26301 E°79.70030
+2020-04-14-00.00.00 AirForce9  N°7.45499 E°76.05335
+2020-04-14-00.00.00 Army9  N°17.12305 E°77.10527
+2020-04-14-00.00.00 Navy9  N°12.43372 E°50.01310
+2020-04-14-00.00.00 AirForce10  N°11.98626 E°91.00679
+2020-04-14-00.00.00 Army10  N°23.50105 E°76.64352
+2020-04-14-00.00.00 Navy10  N°7.30561 E°90.35206
+2020-04-14-00.00.00 AirForce11  N°16.08077 E°86.32637
+2020-04-14-00.00.00 Army11  N°16.90930 E°74.45009
+2020-04-14-00.00.00 Navy11  N°3.17270 E°76.48964
+2020-04-14-00.00.00 AirForce12  N°8.98675 E°76.63243
+2020-04-14-00.00.00 Army12  N°23.35091 E°78.01613
+2020-04-14-00.00.00 Navy12  N°5.55946 E°57.31443
+2020-04-14-00.00.00 AirForce13  N°4.95142 E°68.30143
+2020-04-14-00.00.00 Army13  N°18.29316 E°73.88875
+2020-04-14-00.00.00 Navy13  N°9.11956 E°102.88769
+2020-04-14-00.00.00 AirForce14  N°18.96667 E°88.06703
+2020-04-14-00.00.00 Army14  N°24.26699 E°78.98382
+2020-04-14-00.00.00 Navy14  N°4.46219 E°75.63854
+2020-04-14-00.00.00 AirForce15  N°3.06584 E°90.73027
+2020-04-14-00.00.00 Army15  N°15.74993 E°73.86832
+2020-04-14-00.00.00 Navy15  N°2.63116 E°45.65300
+2020-04-14-00.00.00 AirForce16  N°3.51491 E°74.90259
+2020-04-14-00.00.00 Army16  N°23.89755 E°77.70206
+2020-04-14-00.00.00 Navy16  N°10.56580 E°90.12444
+2020-04-14-00.00.00 AirForce17  N°14.56977 E°75.43386
+2020-04-14-00.00.00 Army17  N°15.39403 E°76.87072
+2020-04-14-00.00.00 Navy17  N°1.73150 E°77.66656
+2020-04-14-00.00.00 AirForce18  N°7.28406 E°82.86146
+2020-04-14-00.00.00 Army18  N°24.78765 E°78.79288
+2020-04-14-00.00.00 Navy18  N°12.22073 E°89.81226
+2020-04-14-00.00.00 AirForce19  N°6.07400 E°89.78788
+2020-04-14-00.00.00 Army19  N°14.86018 E°77.98204
+2020-04-14-00.00.00 Navy19  N°7.50336 E°76.89749
+2020-04-14-00.00.00 AirForce20  N°22.79208 E°75.21597
+2020-04-14-00.00.00 Army20  N°28.48538 E°75.14606
+2020-04-14-00.00.00 Navy20  N°0.77730 E°79.01242
+2020-04-14-00.00.00 AirForce21  N°14.12408 E°87.69541
+2020-04-14-00.00.00 Army21  N°19.47733 E°77.03357
+2020-04-14-00.00.00 Navy21  N°18.99284 E°41.48964
+2020-04-14-00.00.00 AirForce22  N°18.90455 E°82.64305
+2020-04-14-00.00.00 Army22  N°25.25409 E°74.13439
+2020-04-14-00.00.00 Navy22  N°10.66984 E°78.15814
+2020-04-14-00.00.00 AirForce23  N°1.15988 E°75.95556
+2020-04-14-00.00.00 Army23  N°13.81690 E°77.31429
+2020-04-14-00.00.00 Navy23  N°2.42764 E°74.38903
+2020-04-14-00.00.00 AirForce24  N°12.58902 E°91.25841
+2020-04-14-00.00.00 Army24  N°25.14415 E°75.85971
+2020-04-14-00.00.00 Navy24  N°9.66499 E°34.83302
+2020-04-14-00.00.00 AirForce25  N°0.57137 E°86.88824
+2020-04-14-00.00.00 Army25  N°15.97751 E°75.46291
+2020-04-14-00.00.00 Navy25  N°7.10181 E°77.24145
+2020-04-14-00.00.00 AirForce26  N°10.21184 E°92.72191
+2020-04-14-00.00.00 Army26  N°22.52738 E°75.97976
+2020-04-14-00.00.00 Navy26  N°4.65300 E°78.54760
+2020-04-14-00.00.00 AirForce27  N°9.38655 E°76.29748
+2020-04-14-00.00.00 Army27  N°18.65201 E°76.18614
+2020-04-14-00.00.00 Navy27  N°19.08814 E°42.55022
+2020-04-14-00.00.00 AirForce28  N°10.58794 E°66.06826
+2020-04-14-00.00.00 Army28  N°22.30659 E°79.25634
+2020-04-14-00.00.00 Navy28  N°12.97485 E°84.95704
+2020-04-14-00.00.00 AirForce29  N°10.37475 E°71.52414
+2020-04-14-00.00.00 Army29  N°15.15289 E°74.32929
+2020-04-14-00.00.00 Navy29  N°3.88065 E°79.80826
+2020-04-14-00.00.00 AirForce30  N°25.49123 E°85.53525
+2020-04-14-00.00.00 Army30  N°24.22855 E°79.08793
+2020-04-14-00.00.00 Navy30  N°2.96755 E°64.34642
+2020-04-14-00.00.00 AirForce31  N°11.14644 E°73.61686
+2020-04-14-00.00.00 Army31  N°18.49809 E°77.58019
+2020-04-14-00.00.00 Navy31  N°11.47196 E°103.41332
+2020-04-14-00.00.00 AirForce32  N°25.00656 E°80.59577
+2020-04-14-00.00.00 Army32  N°23.24307 E°77.21642
+2020-04-14-00.00.00 Navy32  N°3.00752 E°73.41142
+2020-04-14-00.00.00 AirForce33  N°5.69265 E°90.25436
+2020-04-14-00.00.00 Army33  N°14.44307 E°78.21415
+2020-04-14-00.00.00 Navy33  N°14.41459 E°60.98673
+2020-04-14-00.00.00 AirForce34  N°4.04010 E°90.35205
+2020-04-14-00.00.00 Army34  N°24.43428 E°76.16993
+2020-04-14-00.00.00 Navy34  N°12.00879 E°85.37070
+2020-04-14-00.00.00 AirForce35  N°13.86099 E°70.71711
+2020-04-14-00.00.00 Army35  N°16.59041 E°75.64926
+2020-04-14-00.00.00 Navy35  N°1.27423 E°74.87832
+2020-04-14-00.00.00 AirForce36  N°0.33212 E°81.44955
+2020-04-14-00.00.00 Army36  N°21.09098 E°79.79684
+2020-04-14-00.00.00 Navy36  N°4.25666 E°83.25475
+2020-04-14-00.00.00 AirForce37  N°21.06509 E°77.41998
+2020-04-14-00.00.00 Army37  N°17.36170 E°79.20685
+2020-04-14-00.00.00 Navy37  N°16.73332 E°93.77311
+2020-04-14-00.00.00 AirForce38  N°17.68385 E°84.16125
+2020-04-14-00.00.00 Army38  N°25.84984 E°79.25597
+2020-04-14-00.00.00 Navy38  N°1.27380 E°74.70471
+2020-04-14-00.00.00 AirForce39  N°22.93279 E°71.06014
+2020-04-14-00.00.00 Army39  N°15.23606 E°78.35146
+2020-04-14-00.00.00 Navy39  N°7.70457 E°37.30553
+2020-04-14-00.00.00 AirForce40  N°13.31685 E°74.98401
+2020-04-14-00.00.00 Army40  N°28.98985 E°78.52522
+2020-04-14-00.00.00 Navy40  N°10.44194 E°87.45918
+2020-04-14-00.00.00 AirForce41  N°12.90437 E°67.98981
+2020-04-14-00.00.00 Army41  N°17.50905 E°73.94041
+2020-04-14-00.00.00 Navy41  N°2.34698 E°78.22755
+2020-04-14-00.00.00 AirForce42  N°19.52078 E°81.66005
+2020-04-14-00.00.00 Army42  N°23.23847 E°75.91007
+2020-04-14-00.00.00 Navy42  N°8.39022 E°88.41057
+2020-04-14-00.00.00 AirForce43  N°16.22807 E°77.84614
+2020-04-14-00.00.00 Army43  N°18.54110 E°80.11278
+2020-04-14-00.00.00 Navy43  N°7.58666 E°66.02052
+2020-04-14-00.00.00 AirForce44  N°9.74507 E°79.30389
+2020-04-14-00.00.00 Army44  N°27.22019 E°74.32807
+2020-04-14-00.00.00 Navy44  N°3.01070 E°78.66566
+2020-04-14-00.00.00 AirForce45  N°6.17417 E°77.59623
+2020-04-14-00.00.00 Army45  N°16.38861 E°74.00718
+2020-04-14-00.00.00 Navy45  N°8.01183 E°93.03469
+2020-04-14-00.00.00 AirForce46  N°17.31902 E°83.94659
+2020-04-14-00.00.00 Army46  N°29.29184 E°77.66533
+2020-04-14-00.00.00 Navy46  N°11.85788 E°63.90111
+2020-04-14-00.00.00 AirForce47  N°21.49772 E°80.88246
+2020-04-14-00.00.00 Army47  N°17.34779 E°80.93895
+2020-04-14-00.00.00 Navy47  N°3.22830 E°80.50392
+2020-04-14-00.00.00 AirForce48  N°25.24408 E°76.04250
+2020-04-14-00.00.00 Army48  N°24.29729 E°77.31576
+2020-04-14-00.00.00 Navy48  N°12.24542 E°65.46045
+2020-04-14-00.00.00 AirForce49  N°8.70256 E°93.40858
+2020-04-14-00.00.00 Army49  N°17.60230 E°73.57550
+2020-04-14-00.00.00 Navy49  N°12.62294 E°101.06337
+2020-04-14-00.00.00 AirForce50  N°7.35314 E°90.63348
+2020-04-14-00.00.00 Army50  N°22.44422 E°76.49872
+2020-04-14-00.00.00 Navy50  N°3.01786 E°79.02073
+2020-04-15-00.00.00 AirForce1  N°0.70656 E°84.32271
+2020-04-15-00.00.00 Army1  N°16.49751 E°73.37085
+2020-04-15-00.00.00 Navy1  N°10.35087 E°91.64808
+2020-04-15-00.00.00 AirForce2  N°15.88926 E°91.42195
+2020-04-15-00.00.00 Army2  N°26.54601 E°76.86636
+2020-04-15-00.00.00 Navy2  N°2.36236 E°77.54094
+2020-04-15-00.00.00 AirForce3  N°-0.26330 E°82.33156
+2020-04-15-00.00.00 Army3  N°18.48433 E°78.40771
+2020-04-15-00.00.00 Navy3  N°13.11939 E°36.40386
+2020-04-15-00.00.00 AirForce4  N°19.32824 E°77.97298
+2020-04-15-00.00.00 Army4  N°22.10189 E°76.37392
+2020-04-15-00.00.00 Navy4  N°12.31048 E°111.45630
+2020-04-15-00.00.00 AirForce5  N°14.71350 E°75.97590
+2020-04-15-00.00.00 Army5  N°17.60934 E°73.05790
+2020-04-15-00.00.00 Navy5  N°2.64005 E°79.67918
+2020-04-15-00.00.00 AirForce6  N°0.88750 E°77.72130
+2020-04-15-00.00.00 Army6  N°29.90854 E°79.34724
+2020-04-15-00.00.00 Navy6  N°9.19635 E°78.12994
+2020-04-15-00.00.00 AirForce7  N°9.36806 E°82.05617
+2020-04-15-00.00.00 Army7  N°17.98950 E°73.70550
+2020-04-15-00.00.00 Navy7  N°10.09074 E°75.96684
+2020-04-15-00.00.00 AirForce8  N°20.62576 E°82.00351
+2020-04-15-00.00.00 Army8  N°28.67538 E°81.30829
+2020-04-15-00.00.00 Navy8  N°3.78373 E°76.16695
+2020-04-15-00.00.00 AirForce9  N°21.95246 E°86.20347
+2020-04-15-00.00.00 Army9  N°15.27105 E°76.44035
+2020-04-15-00.00.00 Navy9  N°11.82239 E°64.12960
+2020-04-15-00.00.00 AirForce10  N°16.13974 E°89.76010
+2020-04-15-00.00.00 Army10  N°28.52800 E°81.37895
+2020-04-15-00.00.00 Navy10  N°12.22824 E°100.85188
+2020-04-15-00.00.00 AirForce11  N°14.25365 E°85.94813
+2020-04-15-00.00.00 Army11  N°19.28631 E°77.56161
+2020-04-15-00.00.00 Navy11  N°2.09328 E°73.75868
+2020-04-15-00.00.00 AirForce12  N°18.61852 E°78.55984
+2020-04-15-00.00.00 Army12  N°25.60649 E°79.08340
+2020-04-15-00.00.00 Navy12  N°6.64606 E°55.99134
+2020-04-15-00.00.00 AirForce13  N°7.26804 E°87.76843
+2020-04-15-00.00.00 Army13  N°15.03827 E°78.07029
+2020-04-15-00.00.00 Navy13  N°7.67963 E°75.07408
+2020-04-15-00.00.00 AirForce14  N°21.91572 E°70.73876
+2020-04-15-00.00.00 Army14  N°23.18540 E°78.43019
+2020-04-15-00.00.00 Navy14  N°4.19639 E°77.88485
+2020-04-15-00.00.00 AirForce15  N°16.35940 E°77.23140
+2020-04-15-00.00.00 Army15  N°16.92539 E°77.28470
+2020-04-15-00.00.00 Navy15  N°2.74024 E°69.11175
+2020-04-15-00.00.00 AirForce16  N°19.45731 E°80.81864
+2020-04-15-00.00.00 Army16  N°25.43052 E°77.14955
+2020-04-15-00.00.00 Navy16  N°13.83473 E°88.87469
+2020-04-15-00.00.00 AirForce17  N°6.28563 E°81.72203
+2020-04-15-00.00.00 Army17  N°15.82149 E°79.16412
+2020-04-15-00.00.00 Navy17  N°5.44986 E°78.39388
+2020-04-15-00.00.00 AirForce18  N°18.96333 E°75.43161
+2020-04-15-00.00.00 Army18  N°25.25361 E°76.47244
+2020-04-15-00.00.00 Navy18  N°2.94771 E°76.96549
+2020-04-15-00.00.00 AirForce19  N°15.98592 E°68.67096
+2020-04-15-00.00.00 Army19  N°17.35456 E°74.57212
+2020-04-15-00.00.00 Navy19  N°11.15246 E°91.82688
+2020-04-15-00.00.00 AirForce20  N°26.18940 E°82.56225
+2020-04-15-00.00.00 Army20  N°21.72248 E°80.17735
+2020-04-15-00.00.00 Navy20  N°3.40310 E°80.61143
+2020-04-15-00.00.00 AirForce21  N°17.24863 E°77.97289
+2020-04-15-00.00.00 Army21  N°18.10280 E°77.22997
+2020-04-15-00.00.00 Navy21  N°13.55727 E°33.78696
+2020-04-15-00.00.00 AirForce22  N°4.45346 E°75.35013
+2020-04-15-00.00.00 Army22  N°29.03165 E°78.44083
+2020-04-15-00.00.00 Navy22  N°15.72758 E°78.12173
+2020-04-15-00.00.00 AirForce23  N°5.76745 E°91.26246
+2020-04-15-00.00.00 Army23  N°14.20111 E°79.23599
+2020-04-15-00.00.00 Navy23  N°5.67190 E°77.41691
+2020-04-15-00.00.00 AirForce24  N°1.52878 E°71.27204
+2020-04-15-00.00.00 Army24  N°28.48804 E°80.77926
+2020-04-15-00.00.00 Navy24  N°9.45830 E°108.23177
+2020-04-15-00.00.00 AirForce25  N°23.61630 E°74.42331
+2020-04-15-00.00.00 Army25  N°15.53697 E°73.17622
+2020-04-15-00.00.00 Navy25  N°10.31327 E°92.91898
+2020-04-15-00.00.00 AirForce26  N°23.99577 E°77.56683
+2020-04-15-00.00.00 Army26  N°24.43969 E°75.75264
+2020-04-15-00.00.00 Navy26  N°2.73002 E°80.06816
+2020-04-15-00.00.00 AirForce27  N°-0.84998 E°80.14648
+2020-04-15-00.00.00 Army27  N°16.20700 E°79.26216
+2020-04-15-00.00.00 Navy27  N°6.05244 E°75.97441
+2020-04-15-00.00.00 AirForce28  N°18.56367 E°67.19030
+2020-04-15-00.00.00 Army28  N°25.27582 E°76.33145
+2020-04-15-00.00.00 Navy28  N°15.23968 E°75.80953
+2020-04-15-00.00.00 AirForce29  N°16.08468 E°82.48990
+2020-04-15-00.00.00 Army29  N°13.58278 E°76.83770
+2020-04-15-00.00.00 Navy29  N°1.21439 E°78.59595
+2020-04-15-00.00.00 AirForce30  N°16.25719 E°88.43699
+2020-04-15-00.00.00 Army30  N°26.73468 E°76.97391
+2020-04-15-00.00.00 Navy30  N°11.75558 E°40.59853
+2020-04-15-00.00.00 AirForce31  N°1.15068 E°80.29959
+2020-04-15-00.00.00 Army31  N°15.11119 E°75.99258
+2020-04-15-00.00.00 Navy31  N°9.03410 E°101.82548
+2020-04-15-00.00.00 AirForce32  N°23.50503 E°86.40178
+2020-04-15-00.00.00 Army32  N°29.31411 E°75.91148
+2020-04-15-00.00.00 Navy32  N°1.07443 E°78.85202
+2020-04-15-00.00.00 AirForce33  N°19.97163 E°87.07893
+2020-04-15-00.00.00 Army33  N°16.92678 E°77.46921
+2020-04-15-00.00.00 Navy33  N°6.60902 E°97.32888
+2020-04-15-00.00.00 AirForce34  N°13.43041 E°71.87773
+2020-04-15-00.00.00 Army34  N°21.87041 E°80.78541
+2020-04-15-00.00.00 Navy34  N°13.64603 E°96.12506
+2020-04-15-00.00.00 AirForce35  N°17.60914 E°66.48257
+2020-04-15-00.00.00 Army35  N°16.10311 E°79.05212
+2020-04-15-00.00.00 Navy35  N°4.97855 E°74.02360
+2020-04-15-00.00.00 AirForce36  N°22.31699 E°76.97503
+2020-04-15-00.00.00 Army36  N°28.31759 E°78.72909
+2020-04-15-00.00.00 Navy36  N°8.82703 E°72.26690
+2020-04-15-00.00.00 AirForce37  N°12.18805 E°93.14732
+2020-04-15-00.00.00 Army37  N°17.63947 E°76.87543
+2020-04-15-00.00.00 Navy37  N°5.91576 E°71.65329
+2020-04-15-00.00.00 AirForce38  N°9.42975 E°70.65257
+2020-04-15-00.00.00 Army38  N°22.91280 E°76.56736
+2020-04-15-00.00.00 Navy38  N°1.02245 E°79.13061
+2020-04-15-00.00.00 AirForce39  N°22.95650 E°69.56014
+2020-04-15-00.00.00 Army39  N°14.95492 E°77.89853
+2020-04-15-00.00.00 Navy39  N°17.64846 E°32.49320
+2020-04-15-00.00.00 AirForce40  N°11.58585 E°84.51624
+2020-04-15-00.00.00 Army40  N°24.10995 E°75.96503
+2020-04-15-00.00.00 Navy40  N°6.22434 E°86.07455
+2020-04-15-00.00.00 AirForce41  N°7.87596 E°81.69331
+2020-04-15-00.00.00 Army41  N°17.75510 E°73.22129
+2020-04-15-00.00.00 Navy41  N°3.86312 E°74.66283
+2020-04-15-00.00.00 AirForce42  N°25.26495 E°78.62061
+2020-04-15-00.00.00 Army42  N°23.71384 E°81.77688
+2020-04-15-00.00.00 Navy42  N°12.51067 E°73.07565
+2020-04-15-00.00.00 AirForce43  N°8.50273 E°88.15261
+2020-04-15-00.00.00 Army43  N°17.36876 E°74.90901
+2020-04-15-00.00.00 Navy43  N°7.90264 E°93.05159
+2020-04-15-00.00.00 AirForce44  N°15.26121 E°80.05700
+2020-04-15-00.00.00 Army44  N°27.75720 E°76.22183
+2020-04-15-00.00.00 Navy44  N°4.41316 E°79.15716
+2020-04-15-00.00.00 AirForce45  N°14.60032 E°78.90312
+2020-04-15-00.00.00 Army45  N°15.72259 E°75.90471
+2020-04-15-00.00.00 Navy45  N°10.90020 E°53.53205
+2020-04-15-00.00.00 AirForce46  N°1.73193 E°80.59024
+2020-04-15-00.00.00 Army46  N°27.54936 E°75.58290
+2020-04-15-00.00.00 Navy46  N°10.30067 E°93.70460
+2020-04-15-00.00.00 AirForce47  N°10.01011 E°76.73817
+2020-04-15-00.00.00 Army47  N°14.83406 E°79.78090
+2020-04-15-00.00.00 Navy47  N°6.14673 E°79.14581
+2020-04-15-00.00.00 AirForce48  N°20.20580 E°83.92161
+2020-04-15-00.00.00 Army48  N°22.88894 E°79.54668
+2020-04-15-00.00.00 Navy48  N°15.81291 E°61.53228
+2020-04-15-00.00.00 AirForce49  N°22.76710 E°81.35113
+2020-04-15-00.00.00 Army49  N°15.59277 E°76.16871
+2020-04-15-00.00.00 Navy49  N°8.98618 E°95.27972
+2020-04-15-00.00.00 AirForce50  N°20.76758 E°87.74983
+2020-04-15-00.00.00 Army50  N°28.02148 E°79.02025
+2020-04-15-00.00.00 Navy50  N°5.26032 E°79.61137
+2020-04-16-00.00.00 AirForce1  N°5.77588 E°85.47194
+2020-04-16-00.00.00 Army1  N°14.86722 E°79.28320
+2020-04-16-00.00.00 Navy1  N°5.97094 E°80.75600
+2020-04-16-00.00.00 AirForce2  N°21.07057 E°83.54437
+2020-04-16-00.00.00 Army2  N°23.63310 E°74.05074
+2020-04-16-00.00.00 Navy2  N°3.52088 E°74.36778
+2020-04-16-00.00.00 AirForce3  N°-0.38995 E°78.30926
+2020-04-16-00.00.00 Army3  N°18.24847 E°78.80309
+2020-04-16-00.00.00 Navy3  N°16.60079 E°44.40473
+2020-04-16-00.00.00 AirForce4  N°25.64557 E°84.15728
+2020-04-16-00.00.00 Army4  N°23.02297 E°77.94330
+2020-04-16-00.00.00 Navy4  N°12.16332 E°80.70952
+2020-04-16-00.00.00 AirForce5  N°12.51543 E°78.09451
+2020-04-16-00.00.00 Army5  N°14.91712 E°75.23959
+2020-04-16-00.00.00 Navy5  N°3.49472 E°75.11365
+2020-04-16-00.00.00 AirForce6  N°11.03396 E°74.94781
+2020-04-16-00.00.00 Army6  N°24.34017 E°82.15119
+2020-04-16-00.00.00 Navy6  N°11.22625 E°31.11090
+2020-04-16-00.00.00 AirForce7  N°1.48383 E°78.66311
+2020-04-16-00.00.00 Army7  N°18.37211 E°79.20694
+2020-04-16-00.00.00 Navy7  N°11.05262 E°82.12017
+2020-04-16-00.00.00 AirForce8  N°2.18225 E°82.87889
+2020-04-16-00.00.00 Army8  N°28.19662 E°77.27916
+2020-04-16-00.00.00 Navy8  N°6.82455 E°77.37971
+2020-04-16-00.00.00 AirForce9  N°19.06624 E°90.72198
+2020-04-16-00.00.00 Army9  N°14.86146 E°77.22911
+2020-04-16-00.00.00 Navy9  N°3.07602 E°63.42792
+2020-04-16-00.00.00 AirForce10  N°1.60142 E°80.02988
+2020-04-16-00.00.00 Army10  N°22.59706 E°79.17588
+2020-04-16-00.00.00 Navy10  N°7.89189 E°82.28403
+2020-04-16-00.00.00 AirForce11  N°15.72652 E°89.77010
+2020-04-16-00.00.00 Army11  N°17.25211 E°72.71131
+2020-04-16-00.00.00 Navy11  N°5.80457 E°75.75862
+2020-04-16-00.00.00 AirForce12  N°9.85300 E°68.43370
+2020-04-16-00.00.00 Army12  N°23.95231 E°79.51471
+2020-04-16-00.00.00 Navy12  N°16.28680 E°28.27920
+2020-04-16-00.00.00 AirForce13  N°24.92433 E°74.89185
+2020-04-16-00.00.00 Army13  N°16.01061 E°75.54034
+2020-04-16-00.00.00 Navy13  N°13.45270 E°99.36388
+2020-04-16-00.00.00 AirForce14  N°5.08912 E°90.16789
+2020-04-16-00.00.00 Army14  N°25.24615 E°78.99623
+2020-04-16-00.00.00 Navy14  N°2.11649 E°79.32702
+2020-04-16-00.00.00 AirForce15  N°16.16795 E°87.50262
+2020-04-16-00.00.00 Army15  N°13.78611 E°78.50454
+2020-04-16-00.00.00 Navy15  N°14.15752 E°44.19639
+2020-04-16-00.00.00 AirForce16  N°-1.16538 E°79.53402
+2020-04-16-00.00.00 Army16  N°22.31054 E°75.19804
+2020-04-16-00.00.00 Navy16  N°6.35691 E°79.51856
+2020-04-16-00.00.00 AirForce17  N°19.72064 E°90.67785
+2020-04-16-00.00.00 Army17  N°17.52430 E°74.19557
+2020-04-16-00.00.00 Navy17  N°1.63690 E°75.37369
+2020-04-16-00.00.00 AirForce18  N°16.18751 E°72.24773
+2020-04-16-00.00.00 Army18  N°22.01988 E°75.33028
+2020-04-16-00.00.00 Navy18  N°10.79237 E°27.24989
+2020-04-16-00.00.00 AirForce19  N°21.56807 E°81.60853
+2020-04-16-00.00.00 Army19  N°18.96669 E°77.21254
+2020-04-16-00.00.00 Navy19  N°6.00063 E°77.90029
+2020-04-16-00.00.00 AirForce20  N°7.56292 E°88.76973
+2020-04-16-00.00.00 Army20  N°24.63722 E°80.18865
+2020-04-16-00.00.00 Navy20  N°0.27622 E°76.05996
+2020-04-16-00.00.00 AirForce21  N°15.45740 E°71.69030
+2020-04-16-00.00.00 Army21  N°15.59172 E°80.14311
+2020-04-16-00.00.00 Navy21  N°9.74619 E°95.81718
+2020-04-16-00.00.00 AirForce22  N°4.53207 E°69.06380
+2020-04-16-00.00.00 Army22  N°29.62037 E°77.00197
+2020-04-16-00.00.00 Navy22  N°13.05393 E°111.24926
+2020-04-16-00.00.00 AirForce23  N°4.90978 E°75.31398
+2020-04-16-00.00.00 Army23  N°17.66500 E°73.79887
+2020-04-16-00.00.00 Navy23  N°4.17675 E°78.43762
+2020-04-16-00.00.00 AirForce24  N°15.00872 E°92.40482
+2020-04-16-00.00.00 Army24  N°28.71296 E°75.09652
+2020-04-16-00.00.00 Navy24  N°6.20699 E°57.16645
+2020-04-16-00.00.00 AirForce25  N°24.08171 E°82.35254
+2020-04-16-00.00.00 Army25  N°15.93119 E°74.43908
+2020-04-16-00.00.00 Navy25  N°16.46554 E°86.49816
+2020-04-16-00.00.00 AirForce26  N°14.08133 E°94.82934
+2020-04-16-00.00.00 Army26  N°27.76275 E°81.46235
+2020-04-16-00.00.00 Navy26  N°5.14946 E°78.95295
+2020-04-16-00.00.00 AirForce27  N°19.19399 E°80.45397
+2020-04-16-00.00.00 Army27  N°14.00084 E°75.05731
+2020-04-16-00.00.00 Navy27  N°7.48148 E°28.34330
+2020-04-16-00.00.00 AirForce28  N°10.74808 E°76.60177
+2020-04-16-00.00.00 Army28  N°21.90029 E°75.29914
+2020-04-16-00.00.00 Navy28  N°12.62605 E°92.00998
+2020-04-16-00.00.00 AirForce29  N°3.62935 E°85.20603
+2020-04-16-00.00.00 Army29  N°17.55602 E°80.64499
